,timestamp,datetime,symbol,id,order,type,takerOrMaker,side,price,cost,amount,fee,time_exchange,size
91295018,1550434263367,,BTC/USDT,,,,,buy,3623.26,234.21477292000003,,,2019-02-17 20:11:03.367,0.064642
91295019,1550434264218,,BTC/USDT,,,,,sell,3622.12,21.28357712,,,2019-02-17 20:11:04.218,0.005876
91295020,1550434264323,,BTC/USDT,,,,,sell,3622.12,217.90311708,,,2019-02-17 20:11:04.323,0.060159
91295021,1550434264636,,BTC/USDT,,,,,sell,3622.12,0.73166824,,,2019-02-17 20:11:04.636,0.000202
91295022,1550434264636,,BTC/USDT,,,,,sell,3621.72,99.22426284,,,2019-02-17 20:11:04.636,0.027397
91295023,1550434264941,,BTC/USDT,,,,,sell,3621.81,32.77375869,,,2019-02-17 20:11:04.941,0.009049
91295024,1550434265325,,BTC/USDT,,,,,sell,3621.89,21.999359860000002,,,2019-02-17 20:11:05.325,0.006074
91295025,1550434265325,,BTC/USDT,,,,,sell,3621.87,133.99108065,,,2019-02-17 20:11:05.325,0.036995
91295026,1550434266597,,BTC/USDT,,,,,sell,3622.98,197.84006886,,,2019-02-17 20:11:06.597,0.054607
91295027,1550434267296,,BTC/USDT,,,,,sell,3622.02,11.55062178,,,2019-02-17 20:11:07.296,0.003189
91295028,1550434269054,,BTC/USDT,,,,,sell,3622.02,98.30886684,,,2019-02-17 20:11:09.054,0.027142
91295029,1550434269063,,BTC/USDT,,,,,sell,3622.02,98.29800078,,,2019-02-17 20:11:09.063,0.027139
91295030,1550434269281,,BTC/USDT,,,,,sell,3622.02,31.41377946,,,2019-02-17 20:11:09.281,0.008673
91295031,1550434269779,,BTC/USDT,,,,,sell,3622.07,239.16528210000004,,,2019-02-17 20:11:09.779,0.06603
91295032,1550434270101,,BTC/USDT,,,,,sell,3622.1,239.9170377,,,2019-02-17 20:11:10.101,0.066237
91295033,1550434270101,,BTC/USDT,,,,,sell,3622.09,227.26079287,,,2019-02-17 20:11:10.101,0.062743
91295034,1550434270608,,BTC/USDT,,,,,buy,3622.9,785.7128146000001,,,2019-02-17 20:11:10.608,0.216874
91295035,1550434274304,,BTC/USDT,,,,,sell,3622.27,50.8928935,,,2019-02-17 20:11:14.304,0.01405
91295036,1550434275443,,BTC/USDT,,,,,sell,3622.31,101.33412225,,,2019-02-17 20:11:15.443,0.027975
91295037,1550434275509,,BTC/USDT,,,,,sell,3622.31,0.014489239999999999,,,2019-02-17 20:11:15.509,4e-06
91295038,1550434275509,,BTC/USDT,,,,,sell,3622.29,11.33414541,,,2019-02-17 20:11:15.509,0.003129
91295039,1550434275611,,BTC/USDT,,,,,sell,3622.31,238.25744025,,,2019-02-17 20:11:15.611,0.065775
91295040,1550434275614,,BTC/USDT,,,,,sell,3622.29,357.8098062,,,2019-02-17 20:11:15.614,0.09878
91295041,1550434275665,,BTC/USDT,,,,,sell,3622.25,357.7986105,,,2019-02-17 20:11:15.665,0.098778
91295042,1550434275759,,BTC/USDT,,,,,sell,3622.25,1334.6216347499999,,,2019-02-17 20:11:15.759,0.368451
91295043,1550434275794,,BTC/USDT,,,,,buy,3622.32,50.45529528,,,2019-02-17 20:11:15.794,0.013929
91295044,1550434275794,,BTC/USDT,,,,,buy,3623.3,94.531897,,,2019-02-17 20:11:15.794,0.02609
